"id","file","status","width","height","frame_layout","pivot_contract","reference_files","generation_tool","model","full_prompt","postprocessing","sha256","raw_generation_sha256","technical_validation","candidate_count","selection_reason"
"fx/rain_streak_sheet-v1","assets/fx/rain_streak_sheet-v1.png","candidate","256","128","4 columns x1 row","canvas coordinates; see README","ridge_fallow_a-v1.png","built-in image_gen","tool-managed; model not exposed","Use case: stylized-concept. Primary request: FOUR rain animation frames in ONE HORIZONTAL ROW, each 64x128 (total 256x128). Fine sparse slanted gray blue rain streaks on fully transparent background, translucent subtle screen overlay, four different falling phases, seamless repeat in X and Y per frame. No clouds, scenery or labels. Asset is a candidate PNG for a restrained medieval isometric city-builder. Match the attached project sprite references: muted earth palette, tiny detailed painterly pixels, northwest light, readable at small game scale. No text, lettering, border, UI, gore, bodies, skeletons or horror. True transparent RGBA background except full-tile field strips. Output one requested asset, no extra objects.","Four source frame cells resized separately to64x128; alpha attenuated0.35; XY boundary crossfade per frame; horizontal256x128 sheet.","654dfe210499525bb29a546cdd669d002b757e2e803f5b2eb318cbd20dca03e5","4e0c0e1d35de4169e8791121227fc2390972c584837d45e6a36f835c46f02cfc","PASS","1","One generated candidate; source-registered finishing; restrained style and required role."
"pile/empty_granary_floor-v1","assets/pile/empty_granary_floor-v1.png","candidate","96","64","single","canvas coordinates; see README","house_l0-v3.png","built-in image_gen","tool-managed; model not exposed","Use case: stylized-concept. Primary request: Empty granary floor asset: a low isometric worn wood plank floor patch, one single flattened nearly empty burlap sack lying to one side, a few last grains. Emphasize emptiness. No building/walls, no other bags. 96x64, transparent perimeter. Asset is a candidate PNG for a restrained medieval isometric city-builder. Match the attached project sprite references: muted earth palette, tiny detailed painterly pixels, northwest light, readable at small game scale. No text, lettering, border, UI, gore, bodies, skeletons or horror. True transparent RGBA background except full-tile field strips. Output one requested asset, no extra objects.","Generated transparent sprite alpha-bbox fit without distortion into prescribed canvas, 2px minimum margin; invisible RGB cleared.","6a12e4296f37a270a30d1c95de1018e30a970546ae4b04dde76d31e1cbc62363","96beebbc2c3f56385c625a221c99d333463d2ebdae49636a7b7c66aa512c077b","PASS","1","One generated candidate; source-registered finishing; restrained style and required role."
"prop/coffin_ne-v1","assets/prop/coffin_ne-v1.png","candidate","64","32","single","canvas coordinates; see README","house_l0-v3.png","built-in image_gen","tool-managed; model not exposed","Use case: stylized-concept. Primary request: A closed plain humble medieval wooden coffin prop, isometric NE/SW long-axis diagonal rising to the right, from bottom-left to top-right. 64x32, low wood box, dark brown plain lid, no handles that look modern, no decoration, no person, no body. Restrained sprite. Asset is a candidate PNG for a restrained medieval isometric city-builder. Match the attached project sprite references: muted earth palette, tiny detailed painterly pixels, northwest light, readable at small game scale. No text, lettering, border, UI, gore, bodies, skeletons or horror. True transparent RGBA background except full-tile field strips. Output one requested asset, no extra objects.","Generated transparent sprite alpha-bbox fit without distortion into prescribed canvas, 2px minimum margin; invisible RGB cleared.","271709852d97fc24dfd32585950c20653b36873d794a4590c576778d3adc999a","7a1201b72225319266c4a63ac6b20e02240625c102537ce6863283a2710aa303","PASS","1","One generated candidate; source-registered finishing; restrained style and required role."
"prop/coffin_nw-v1","assets/prop/coffin_nw-v1.png","candidate","64","32","single","canvas coordinates; see README","house_l0-v3.png","built-in image_gen","tool-managed; model not exposed","Use case: stylized-concept. Primary request: A closed plain humble medieval wooden coffin prop, isometric NW/SE long-axis diagonal descending to right, from top-left to bottom-right. 64x32, low wood box, dark brown plain lid, no modern handles, no decoration, no person, no body. Restrained sprite. Asset is a candidate PNG for a restrained medieval isometric city-builder. Match the attached project sprite references: muted earth palette, tiny detailed painterly pixels, northwest light, readable at small game scale. No text, lettering, border, UI, gore, bodies, skeletons or horror. True transparent RGBA background except full-tile field strips. Output one requested asset, no extra objects.","Generated transparent sprite alpha-bbox fit without distortion into prescribed canvas, 2px minimum margin; invisible RGB cleared.","d470333c9e55191c6b27db71d7d6da99b04cb96428e57d19a0b73b0e23c82b03","1d7d5f52e662ab26dd8a70eaa053878450e0caba8499d10813bf8e5f2076af81","PASS","1","One generated candidate; source-registered finishing; restrained style and required role."
"prop/leaving_child_sheet-v1","assets/prop/leaving_child_sheet-v1.png","candidate","296","148","4 columns x2 rows;74x74; source column order","canvas coordinates; see README","template_child_prop_74x74.png","built-in image_gen","tool-managed; model not exposed","Use case: identity-preserve. STRICT template reskin, not free generation. Attached 296x148 sheet has 4 columns x2 rows, each74x74, containing a scaled small hooded family-member companion prop. Keep exactly the existing body silhouettes, heads, hands, feet, eight poses, cell positions and frame layout. Repaint ONLY tunic into subdued gray-olive homespun and a small faded ochre cloth pouch within existing torso silhouette so this reads as a modest child companion in a departing medieval family group. Head and feet fully protected, no limb shifts. Same small hand-painted pixel texture. No additional figures, words, backgrounds, border or gore. True transparent RGBA. Deliver same sheet.","Optional family companion prop: same template animation scaled to 60 percent inside unchanged 74px cells; generated tunic reskin inside exact derived alpha, head and feet preserved. Child prop does not replace adult walker.","64f9b3061e032bb59fda208b905697fca6d883c1c09490f9b4aaeee5cdb4d929","398302546583053fa97523b22ce46cc734cdd16a0bdebb6d19b599066f7bfaa2","PASS","1","One generated candidate; source-registered finishing; restrained style and required role."
"prop/scroll_royal_ne-v1","assets/prop/scroll_royal_ne-v1.png","candidate","32","32","single","canvas coordinates; see README","actor_merchant-v1.png","built-in image_gen","tool-managed; model not exposed","Use case: stylized-concept. Primary request: One tiny rolled parchment royal dispatch prop, 32x32, diagonal NE axis bottom-left toward top-right. Cream aged parchment, small dark red wax seal tied with a fine ochre cord. No legible text, no hand or person. Clear at native tiny scale. Asset is a candidate PNG for a restrained medieval isometric city-builder. Match the attached project sprite references: muted earth palette, tiny detailed painterly pixels, northwest light, readable at small game scale. No text, lettering, border, UI, gore, bodies, skeletons or horror. True transparent RGBA background except full-tile field strips. Output one requested asset, no extra objects.","Generated transparent sprite alpha-bbox fit without distortion into prescribed canvas, 2px minimum margin; invisible RGB cleared.","2ab40c0fd3b4374e7fb792050722ad5e7c47e02275744df1c50e9d8a86cbf241","3640c0785e0a26514c6b165475d689067b811a78987ecbc6fdba097321930162","PASS","1","One generated candidate; source-registered finishing; restrained style and required role."
"prop/scroll_royal_nw-v1","assets/prop/scroll_royal_nw-v1.png","candidate","32","32","single","canvas coordinates; see README","actor_merchant-v1.png","built-in image_gen","tool-managed; model not exposed","Use case: stylized-concept. Primary request: One tiny rolled parchment royal dispatch prop, 32x32, diagonal NW axis top-left toward bottom-right. Cream aged parchment, small dark red wax seal tied with fine ochre cord. No legible text, no hand or person. Clear at native tiny scale. Asset is a candidate PNG for a restrained medieval isometric city-builder. Match the attached project sprite references: muted earth palette, tiny detailed painterly pixels, northwest light, readable at small game scale. No text, lettering, border, UI, gore, bodies, skeletons or horror. True transparent RGBA background except full-tile field strips. Output one requested asset, no extra objects.","Generated transparent sprite alpha-bbox fit without distortion into prescribed canvas, 2px minimum margin; invisible RGB cleared.","f507f0cb9455eeb9f941b373e2402aa54ec0d965f7a1bf900c319e36739d3199","90ed8212f3c8c599d86a3782e8ed8504f00263182b92f5abf9dcde5051de4a7d","PASS","1","One generated candidate; source-registered finishing; restrained style and required role."
"signifier/hungry_queue-v1","assets/signifier/hungry_queue-v1.png","candidate","128","64","single","canvas coordinates; see README","actor_civilian_man-v1.png;actor_civilian_woman-v1.png","built-in image_gen","tool-managed; model not exposed","Use case: stylized-concept. Primary request: Six small restrained medieval civilian silhouettes standing in a patient thin queue facing an unseen granary. Readable muted umber/gray clothed shapes, slightly downcast posture without theatrical suffering. Flat distant decal, total 128x64, small natural soft ground shadows only. No building or props. Asset is a candidate PNG for a restrained medieval isometric city-builder. Match the attached project sprite references: muted earth palette, tiny detailed painterly pixels, northwest light, readable at small game scale. No text, lettering, border, UI, gore, bodies, skeletons or horror. True transparent RGBA background except full-tile field strips. Output one requested asset, no extra objects.","Generated transparent sprite alpha-bbox fit without distortion into prescribed canvas, 2px minimum margin; invisible RGB cleared.","d44de38c2b294fbd44a95713a4b55f4eed3779bfbb907a19c958edfb07b6aadf","8c96720c136d298b14784003a3195347697db618834c2b5096455ce49eae40c4","PASS","1","One generated candidate; source-registered finishing; restrained style and required role."
"wk_funeral_bearers-v1","assets/wk_funeral_bearers-v1.png","candidate","296","148","4 columns x2 rows;74x74; source column order","Normalized source-template sheet, original head and foot pixels retained","template_man_74x74.png","built-in image_gen","tool-managed; model not exposed","Use case: identity-preserve. STRICT PILOT 2 RESKIN, no free character generation. Edit attached 296x148 RGBA sprite sheet, 4 columns by 2 rows of 74x74 cells. One walking bearer in sober charcoal mourning tunic. This sheet is instantiated twice with a SEPARATE coffin prop between them to form two bearers. Do not draw another person or coffin in the sheet. Repaint ONLY clothing inside existing body alpha silhouette. Each of the eight figures must have pixel-identical head, feet, hands, pose, animation phase, width, height and cell coordinates. Retain original shading, pixel density and restrained medieval isometric hand-painted game style. No reposing, recentering, added limbs, cropping, direction swaps, layout change, outlines, text or background. Truly transparent. Original head and foot pixels are protected. Deliver same full sheet.","Strict reskin: generated clothing detail mapped inside unchanged normalized template alpha only. Original head top17px, bottom 7px of each figure feet, body silhouette and animation placement retained byte-for-byte.","8e51b570cd335df31af90ddaff625102d4db57beb31ee04784a17f10c0dcee68","c9a6070bcfbbc95f634d6a447e5c269a51126e70783cd818a2bfe809ebce1cef","PASS","1","One generated candidate; source-registered finishing; restrained style and required role."
"wk_leaving_family-v1","assets/wk_leaving_family-v1.png","candidate","296","148","4 columns x2 rows;74x74; source column order","Normalized source-template sheet, original head and foot pixels retained","template_woman_74x74.png","built-in image_gen","tool-managed; model not exposed","Use case: identity-preserve. STRICT PILOT 2 RESKIN, no free character generation. Edit attached 296x148 RGBA sprite sheet, 4 columns by 2 rows of 74x74 cells. A leaving mother, faded earth-brown and muted dull-green clothing, a compact tied bedroll against her back inside original figure envelope. Keep hand pose for a separately staged child/family member; do not add a child or change arms. Repaint ONLY clothing inside existing body alpha silhouette. Each of the eight figures must have pixel-identical head, feet, hands, pose, animation phase, width, height and cell coordinates. Retain original shading, pixel density and restrained medieval isometric hand-painted game style. No reposing, recentering, added limbs, cropping, direction swaps, layout change, outlines, text or background. Truly transparent. Original head and foot pixels are protected. Deliver same full sheet.

Additional accessory generation prompt (composited at fixed template coordinates):
Use case: stylized-concept. One compact bundled bedroll for a departing medieval peasant woman's back: faded ochre blanket tightly rolled with clearly visible spiral end and tied by two dark brown leather straps, small gray-brown cloth sack attached underneath. Object only, no person. Isometric view matching attached woman's game sprite, clear compact bundle silhouette, restrained hand-painted small-game sprite. Truly transparent RGBA background. Accessory layer to be mounted on existing fixed-pose sprite back without modifying anatomy. No text or background.","Strict reskin: generated clothing detail mapped inside unchanged normalized template alpha only. Original head top17px, bottom 7px of each figure feet, body silhouette and animation placement retained byte-for-byte. Accessory finishing: generated tied bedroll12x14 anchored to unchanged upper back. Accessory alpha additions are intentional and separately logged.","e0ae4333103ae02abe0ded93319c46185df0b38ce530e2d34c75a27cafe551ff","f009ea918776c05e6bfc76fffdb312f997b4f0cfadc770d934a453d3d15edc83","PASS","1","One generated candidate; source-registered finishing; restrained style and required role."
"wk_petitioner_f-v1","assets/wk_petitioner_f-v1.png","candidate","296","148","4 columns x2 rows;74x74; source column order","Normalized source-template sheet, original head and foot pixels retained","template_woman_74x74.png","built-in image_gen","tool-managed; model not exposed","Use case: identity-preserve. STRICT PILOT 2 RESKIN, no free character generation. Edit attached 296x148 RGBA sprite sheet, 4 columns by 2 rows of 74x74 cells. A female petitioner, muted slate-blue overdress and cream apron, a small brown cap held against her existing hand at waist. Keep original hood/head and arm geometry fixed. Repaint ONLY clothing inside existing body alpha silhouette. Each of the eight figures must have pixel-identical head, feet, hands, pose, animation phase, width, height and cell coordinates. Retain original shading, pixel density and restrained medieval isometric hand-painted game style. No reposing, recentering, added limbs, cropping, direction swaps, layout change, outlines, text or background. Truly transparent. Original head and foot pixels are protected. Deliver same full sheet.

Additional accessory generation prompt (composited at fixed template coordinates):
Use case: stylized-concept. A single small empty medieval peasant's soft felt cap, crumpled brown-ochre wool with a dark hollow opening and a pinched rim that can be grasped by a hand. Object only, no hand or person. Isometric view matching attached civilian game sprite, very clear rounded cap silhouette and dark interior, restrained hand painted small-game sprite, matte material. Transparent RGBA background. This accessory will be composited at the unchanged hand location on an existing74x74 template. No text or background.","Strict reskin: generated clothing detail mapped inside unchanged normalized template alpha only. Original head top17px, bottom 7px of each figure feet, body silhouette and animation placement retained byte-for-byte. Accessory finishing: generated soft cap9x7 anchored to original hand; original hand pixels restored. Accessory alpha additions are intentional and separately logged.","325514dadac14471fa16a2a4eebbab2041678be3a5bb9ac855ed1ef424c38477","92021e7b8a41cab64bcf07c4a22cb54deb49d36906e4459f4d6c2fb5203ebe9c","PASS","1","One generated candidate; source-registered finishing; restrained style and required role."
"wk_petitioner_m-v1","assets/wk_petitioner_m-v1.png","candidate","296","148","4 columns x2 rows;74x74; source column order","Normalized source-template sheet, original head and foot pixels retained","template_man_74x74.png","built-in image_gen","tool-managed; model not exposed","Use case: identity-preserve. STRICT PILOT 2 RESKIN, no free character generation. Edit attached 296x148 RGBA sprite sheet, 4 columns by 2 rows of 74x74 cells. A male petitioner, faded ochre tunic with a small brown cap held against his existing hand at waist. Keep arm and hand geometry fixed. Repaint ONLY clothing inside existing body alpha silhouette. Each of the eight figures must have pixel-identical head, feet, hands, pose, animation phase, width, height and cell coordinates. Retain original shading, pixel density and restrained medieval isometric hand-painted game style. No reposing, recentering, added limbs, cropping, direction swaps, layout change, outlines, text or background. Truly transparent. Original head and foot pixels are protected. Deliver same full sheet.

Additional accessory generation prompt (composited at fixed template coordinates):
Use case: stylized-concept. A single small empty medieval peasant's soft felt cap, crumpled brown-ochre wool with a dark hollow opening and a pinched rim that can be grasped by a hand. Object only, no hand or person. Isometric view matching attached civilian game sprite, very clear rounded cap silhouette and dark interior, restrained hand painted small-game sprite, matte material. Transparent RGBA background. This accessory will be composited at the unchanged hand location on an existing74x74 template. No text or background.","Strict reskin: generated clothing detail mapped inside unchanged normalized template alpha only. Original head top17px, bottom 7px of each figure feet, body silhouette and animation placement retained byte-for-byte. Accessory finishing: generated soft cap9x7 anchored to original hand; original hand pixels restored. Accessory alpha additions are intentional and separately logged.","41b4e57950acd801dc61881f7893d2d017de3bfed6e6d04b17da8b1a04e3394a","e99923dde53348aea6b6d0d0c7e1a8fcbfe1b2345f9b6ba3ff6814dca21c4d94","PASS","1","One generated candidate; source-registered finishing; restrained style and required role."
"wk_royal_messenger-v1","assets/wk_royal_messenger-v1.png","candidate","296","148","4 columns x2 rows;74x74; source column order","Normalized source-template sheet, original head and foot pixels retained","template_merchant_74x74.png","built-in image_gen","tool-managed; model not exposed","Use case: identity-preserve. STRICT PILOT 2 RESKIN, no free character generation. Edit attached 296x148 RGBA sprite sheet, 4 columns by 2 rows of 74x74 cells. A royal messenger in deep muted red tabard with discreet gold three-lion inspired royal heraldic marks on torso. Scroll remains a separate prop; original hands, hat, head and bag outline unchanged. Repaint ONLY clothing inside existing body alpha silhouette. Each of the eight figures must have pixel-identical head, feet, hands, pose, animation phase, width, height and cell coordinates. Retain original shading, pixel density and restrained medieval isometric hand-painted game style. No reposing, recentering, added limbs, cropping, direction swaps, layout change, outlines, text or background. Truly transparent. Original head and foot pixels are protected. Deliver same full sheet.","Strict reskin: generated clothing detail mapped inside unchanged normalized template alpha only. Original head top17px, bottom 7px of each figure feet, body silhouette and animation placement retained byte-for-byte.","99a6964de58e1c18f57fb2c2c4a0db6677866deb201534d3079c5863a32d7909","3246603c9b3141c8ddf48154967dc9a1b7590a11015b8179a9d50a9132d5f4d1","PASS","1","One generated candidate; source-registered finishing; restrained style and required role."
