"asset_id","status","file","width","height","role","sha256","generation_records","processing","slice_or_cells","hotspot","qa"
"ui/icon_build_category_sheet","candidate","assets/ui/icon_build_category_sheet.png","576","96","icon sheet","b8a169bf132c9872ff495b74f36181caaddca436543b57e5ec25e3fb5a4cd958","[{""prompt"":""Create one transparent PNG UI icon sprite sheet for a medieval southern England city builder. Exactly 6 separate icons in ONE horizontal row, equal square cells, generous transparent gaps, each centered in its cell, no panels or background. Ordered left to right: small house and well; earthen road; field with sickle; sack beside warehouse; chapel; wooden palisade. Reference 1 is the approved UI pilot style, reference 2 is the world art palette. Required adjustment relative to pilot: much thinner softer brown outlines, reduced saturation, matte hand-painted earth pigment, restrained shading, NOT glossy mobile-game vector badges. Bread is muted oak tan not orange, coins dull ochre not bright yellow or gold. Warm gray stone, faded brown wood, parchment offwhite. Status muted moss/ochre/red allowed. Strong distinct silhouette survives 24 pixels; simplify tiny details. No letters, no digits, no words, no calendar grids, no labels, no drop shadow halos. Actual transparent alpha background. Each icon occupies about 75% of its own cell; all icons fully visible."",""referencePaths"":[""/Users/rexxa/github/feudal-lord-simulator/output/astra-ui-p0-candidates-v1/references/astra-ui-p0-reference-files/pilot_assets/icon_resource_sheet.png"",""/Users/rexxa/github/feudal-lord-simulator/output/astra-ui-p0-candidates-v1/references/astra-ui-p0-reference-files/세계_화풍_건물.png""],""rawPath"":""sources/icons/icon_build_category_sheet-raw.png"",""tool"":""image_gen.imagegen"",""modelVersion"":null,""seed"":null},{""prompt"":""Edit this exact icon sheet, preserving icon count, order, silhouettes, thin soft outlines, transparent background and same framing. Only replace every green grassy base and every green plant/leaf patch with warm grey-brown, ochre-taupe earth tones. No green or blue anywhere in this non-status sheet. The cultivated field still has visible crop rows, now muted brown-ochre. No saturation increase. No gold gloss. No text or digits. Remove any tiny stray fragment outside the separate icons. Keep all icons separated by generous clear transparent gaps. Do not add or remove any icon."",""referencePaths"":[""sources/icons/icon_build_category_sheet-edit-input.png""],""rawPath"":""sources/icons/icon_build_category_sheet-edit-raw.png"",""tool"":""image_gen.imagegen"",""modelVersion"":null,""seed"":null}]","""Visually audited source-column boundaries then per-cell alpha bbox crop and proportional downsample to 96px or 64px; preserve generated alpha; road/field isolated from tiny adjacent-cell components (<1.5% largest area); no painting or recoloring""","{""cellSize"":96,""cellOrder"":[""small house and well"",""earthen road"",""field with sickle"",""sack beside warehouse"",""chapel"",""wooden palisade""]}","null","{""status"":""candidate"",""registration"":[{""source"":[23,234,315,260],""destination"":[6,13.333333333333336,84,69.33333333333333]},{""source"":[386,227,313,273],""destination"":[102,11.367412140575084,84,73.26517571884983]},{""source"":[744,242,320,242],""destination"":[198,16.237499999999997,84,63.525000000000006]},{""source"":[1107,229,318,269],""destination"":[294,12.471698113207545,84,71.05660377358491]},{""source"":[1482,207,287,317],""destination"":[393.97476340694004,6,76.05047318611987,84]},{""source"":[1827,241,318,247],""destination"":[486,15.377358490566039,84,65.24528301886792]}]}"
"ui/icon_layer_mode_sheet","candidate","assets/ui/icon_layer_mode_sheet.png","288","96","icon sheet","65b6285b0616f16940564c1d52e52ea5a9a035eac51c79a0f0a1f9ca4a4d03c5","[{""prompt"":""Create one transparent PNG UI icon sprite sheet for a medieval southern England city builder. Exactly 3 separate icons in ONE horizontal row, equal square cells, generous transparent gaps, each centered in its cell, no panels or background. Ordered left to right: hand holding hammer; paintbrush over patch of earth; rolled parchment with wax seal. Reference 1 is the approved UI pilot style, reference 2 is the world art palette. Required adjustment relative to pilot: much thinner softer brown outlines, reduced saturation, matte hand-painted earth pigment, restrained shading, NOT glossy mobile-game vector badges. Bread is muted oak tan not orange, coins dull ochre not bright yellow or gold. Warm gray stone, faded brown wood, parchment offwhite. Status muted moss/ochre/red allowed. Strong distinct silhouette survives 24 pixels; simplify tiny details. No letters, no digits, no words, no calendar grids, no labels, no drop shadow halos. Actual transparent alpha background. Each icon occupies about 75% of its own cell; all icons fully visible."",""referencePaths"":[""/Users/rexxa/github/feudal-lord-simulator/output/astra-ui-p0-candidates-v1/references/astra-ui-p0-reference-files/pilot_assets/icon_resource_sheet.png"",""/Users/rexxa/github/feudal-lord-simulator/output/astra-ui-p0-candidates-v1/references/astra-ui-p0-reference-files/세계_화풍_건물.png""],""rawPath"":""sources/icons/icon_layer_mode_sheet-raw.png"",""tool"":""image_gen.imagegen"",""modelVersion"":null,""seed"":null},{""prompt"":""Edit this exact icon sheet, preserving icon count, order, silhouettes, thin soft outlines, transparent background and same framing. Only replace every green grassy base and every green plant/leaf patch with warm grey-brown, ochre-taupe earth tones. No green or blue anywhere in this non-status sheet. The cultivated field still has visible crop rows, now muted brown-ochre. No saturation increase. No gold gloss. No text or digits. Remove any tiny stray fragment outside the separate icons. Keep all icons separated by generous clear transparent gaps. Do not add or remove any icon."",""referencePaths"":[""sources/icons/icon_layer_mode_sheet-edit-input.png""],""rawPath"":""sources/icons/icon_layer_mode_sheet-edit-raw.png"",""tool"":""image_gen.imagegen"",""modelVersion"":null,""seed"":null}]","""Visually audited source-column boundaries then per-cell alpha bbox crop and proportional downsample to 96px or 64px; preserve generated alpha; road/field isolated from tiny adjacent-cell components (<1.5% largest area); no painting or recoloring""","{""cellSize"":96,""cellOrder"":[""hand holding hammer"",""paintbrush over patch of earth"",""rolled parchment with wax seal""]}","null","{""status"":""candidate"",""registration"":[{""source"":[57,42,630,647],""destination"":[7.103554868624421,6,81.79289026275116,84]},{""source"":[789,42,622,649],""destination"":[103.74730354391372,6,80.50539291217257,84]},{""source"":[1508,94,658,546],""destination"":[198,13.148936170212771,84,69.70212765957446]}]}"
"ui/icon_first_session_buildings_sheet","candidate","assets/ui/icon_first_session_buildings_sheet.png","1152","96","icon sheet","97371b6721e0587ecf980487b7acbbbaf95a0a7275df8dd5b5bf4b83d98f3134","[{""prompt"":""Create one transparent PNG UI icon sprite sheet for a medieval southern England city builder. Exactly 12 separate icons in ONE horizontal row, equal square cells, generous transparent gaps, each centered in its cell, no panels or background. Ordered left to right: thatched hut; well; road; cultivated field; barn; windmill; grain silo with grain sack; warehouse with crates; chapel; market awning; land allotment with two survey stakes; wooden palisade. Reference 1 is the approved UI pilot style, reference 2 is the world art palette. Required adjustment relative to pilot: much thinner softer brown outlines, reduced saturation, matte hand-painted earth pigment, restrained shading, NOT glossy mobile-game vector badges. Bread is muted oak tan not orange, coins dull ochre not bright yellow or gold. Warm gray stone, faded brown wood, parchment offwhite. Status muted moss/ochre/red allowed. Strong distinct silhouette survives 24 pixels; simplify tiny details. No letters, no digits, no words, no calendar grids, no labels, no drop shadow halos. Actual transparent alpha background. Each icon occupies about 75% of its own cell; all icons fully visible."",""referencePaths"":[""/Users/rexxa/github/feudal-lord-simulator/output/astra-ui-p0-candidates-v1/references/astra-ui-p0-reference-files/pilot_assets/icon_resource_sheet.png"",""/Users/rexxa/github/feudal-lord-simulator/output/astra-ui-p0-candidates-v1/references/astra-ui-p0-reference-files/세계_화풍_건물.png""],""rawPath"":""sources/icons/icon_first_session_buildings_sheet-raw.png"",""tool"":""image_gen.imagegen"",""modelVersion"":null,""seed"":null},{""prompt"":""Edit this exact icon sheet, preserving icon count, order, silhouettes, thin soft outlines, transparent background and same framing. Only replace every green grassy base and every green plant/leaf patch with warm grey-brown, ochre-taupe earth tones. No green or blue anywhere in this non-status sheet. The cultivated field still has visible crop rows, now muted brown-ochre. No saturation increase. No gold gloss. No text or digits. Remove any tiny stray fragment outside the separate icons. Keep all icons separated by generous clear transparent gaps. Do not add or remove any icon."",""referencePaths"":[""sources/icons/icon_first_session_buildings_sheet-edit-input.png""],""rawPath"":""sources/icons/icon_first_session_buildings_sheet-edit-raw.png"",""tool"":""image_gen.imagegen"",""modelVersion"":null,""seed"":null}]","""Visually audited source-column boundaries then per-cell alpha bbox crop and proportional downsample to 96px or 64px; preserve generated alpha; road/field isolated from tiny adjacent-cell components (<1.5% largest area); no painting or recoloring""","{""cellSize"":96,""cellOrder"":[""thatched hut"",""well"",""road"",""cultivated field"",""barn"",""windmill"",""grain silo with grain sack"",""warehouse with crates"",""chapel"",""market awning"",""land allotment with two survey stakes"",""wooden palisade""]}","null","{""status"":""candidate"",""registration"":[{""source"":[14,285,154,159],""destination"":[7.320754716981135,6,81.35849056603773,84]},{""source"":[215,284,117,159],""destination"":[113.09433962264151,6,61.81132075471698,84]},{""source"":[376,305,157,119],""destination"":[198,16.1656050955414,84,63.6687898089172]},{""source"":[556,305,160,121],""destination"":[294,16.237499999999997,84,63.525000000000006]},{""source"":[741,284,160,161],""destination"":[390.2608695652174,6,83.47826086956522,84]},{""source"":[945,284,117,160],""destination"":[497.2875,6,61.425000000000004,84]},{""source"":[1126,283,117,161],""destination"":[593.4782608695652,6,61.04347826086956,84]},{""source"":[1296,285,144,159],""destination"":[681.9622641509434,6,76.0754716981132,84]},{""source"":[1498,285,105,160],""destination"":[788.4375,6,55.125,84]},{""source"":[1659,285,147,159],""destination"":[873.1698113207547,6,77.66037735849056,84]},{""source"":[1835,303,156,126],""destination"":[966,14.07692307692308,84,67.84615384615384]},{""source"":[1991,285,181,158],""destination"":[1062,11.33701657458564,84,73.32596685082872]}]}"
"ui/icon_prediction_sheet","candidate","assets/ui/icon_prediction_sheet.png","384","96","icon sheet","ca42d8f2c821a5699892abdec042748084ced7fb5791bbd9788a4b0efb671a6a","[{""prompt"":""Create one transparent PNG UI icon sprite sheet for a medieval southern England city builder. Exactly 4 separate icons in ONE horizontal row, equal square cells, generous transparent gaps, each centered in its cell, no panels or background. Ordered left to right: speech bubble containing three dots; checkmark; warning diamond with central dot; cross X. Reference 1 is the approved UI pilot style, reference 2 is the world art palette. Required adjustment relative to pilot: much thinner softer brown outlines, reduced saturation, matte hand-painted earth pigment, restrained shading, NOT glossy mobile-game vector badges. Bread is muted oak tan not orange, coins dull ochre not bright yellow or gold. Warm gray stone, faded brown wood, parchment offwhite. Status muted moss/ochre/red allowed. Strong distinct silhouette survives 24 pixels; simplify tiny details. No letters, no digits, no words, no calendar grids, no labels, no drop shadow halos. Actual transparent alpha background. Each icon occupies about 75% of its own cell; all icons fully visible."",""referencePaths"":[""/Users/rexxa/github/feudal-lord-simulator/output/astra-ui-p0-candidates-v1/references/astra-ui-p0-reference-files/pilot_assets/icon_resource_sheet.png"",""/Users/rexxa/github/feudal-lord-simulator/output/astra-ui-p0-candidates-v1/references/astra-ui-p0-reference-files/세계_화풍_건물.png""],""rawPath"":""sources/icons/icon_prediction_sheet-raw.png"",""tool"":""image_gen.imagegen"",""modelVersion"":null,""seed"":null}]","""Visually audited source-column boundaries then per-cell alpha bbox crop and proportional downsample to 96px or 64px; preserve generated alpha; road/field isolated from tiny adjacent-cell components (<1.5% largest area); no painting or recoloring""","{""cellSize"":96,""cellOrder"":[""speech bubble containing three dots"",""checkmark"",""warning diamond with central dot"",""cross X""]}","null","{""status"":""candidate"",""registration"":[{""source"":[111,202,369,321],""destination"":[6,11.463414634146346,84,73.07317073170731]},{""source"":[633,204,381,318],""destination"":[102,12.944881889763778,84,70.11023622047244]},{""source"":[1160,171,369,368],""destination"":[198,6.113821138211385,84,83.77235772357723]},{""source"":[1700,196,348,338],""destination"":[294,7.206896551724135,84,81.58620689655173]}]}"
"ui/icon_cause_family_sheet","candidate","assets/ui/icon_cause_family_sheet.png","672","96","icon sheet","1ab10b5c682631ea46af77650625d7112226acbd35da30f6cc31a350df0eaec6","[{""prompt"":""Create one transparent PNG UI icon sprite sheet for a medieval southern England city builder. Exactly 7 separate icons in ONE horizontal row, equal square cells, generous transparent gaps, each centered in its cell, no panels or background. Ordered left to right: water droplet; bread loaf; road junction; hand holding tool; storage crate; protective shield; sealed parchment. Reference 1 is the approved UI pilot style, reference 2 is the world art palette. Required adjustment relative to pilot: much thinner softer brown outlines, reduced saturation, matte hand-painted earth pigment, restrained shading, NOT glossy mobile-game vector badges. Bread is muted oak tan not orange, coins dull ochre not bright yellow or gold. Warm gray stone, faded brown wood, parchment offwhite. Status muted moss/ochre/red allowed. Strong distinct silhouette survives 24 pixels; simplify tiny details. No letters, no digits, no words, no calendar grids, no labels, no drop shadow halos. Actual transparent alpha background. Each icon occupies about 75% of its own cell; all icons fully visible."",""referencePaths"":[""/Users/rexxa/github/feudal-lord-simulator/output/astra-ui-p0-candidates-v1/references/astra-ui-p0-reference-files/pilot_assets/icon_resource_sheet.png"",""/Users/rexxa/github/feudal-lord-simulator/output/astra-ui-p0-candidates-v1/references/astra-ui-p0-reference-files/세계_화풍_건물.png""],""rawPath"":""sources/icons/icon_cause_family_sheet-raw.png"",""tool"":""image_gen.imagegen"",""modelVersion"":null,""seed"":null}]","""Visually audited source-column boundaries then per-cell alpha bbox crop and proportional downsample to 96px or 64px; preserve generated alpha; road/field isolated from tiny adjacent-cell components (<1.5% largest area); no painting or recoloring""","{""cellSize"":96,""cellOrder"":[""water droplet"",""bread loaf"",""road junction"",""hand holding tool"",""storage crate"",""protective shield"",""sealed parchment""]}","null","{""status"":""candidate"",""registration"":[{""source"":[55,226,176,263],""destination"":[19.893536121673,6,56.212927756654,84]},{""source"":[318,257,264,217],""destination"":[102,13.477272727272727,84,69.04545454545455]},{""source"":[628,240,282,247],""destination"":[198,11.212765957446813,84,73.57446808510637]},{""source"":[948,207,266,290],""destination"":[297.4758620689655,6,77.04827586206898,84]},{""source"":[1281,241,250,256],""destination"":[390.984375,6,82.03125,84]},{""source"":[1612,210,240,289],""destination"":[493.12110726643596,6,69.75778546712803,84]},{""source"":[1897,237,251,246],""destination"":[582,6.836653386454188,84,82.32669322709162]}]}"
"ui/icon_alert_priority_sheet","candidate","assets/ui/icon_alert_priority_sheet.png","288","96","icon sheet","f336bbc3b0923a937dea5e4ec7be20166c61af8f2399a37fb362169b452e04dc","[{""prompt"":""Create one transparent PNG UI icon sprite sheet for a medieval southern England city builder. Exactly 3 separate icons in ONE horizontal row, equal square cells, generous transparent gaps, each centered in its cell, no panels or background. Ordered left to right: warning diamond central dot; urgent triangle central dot; speech bubble with three dots. Reference 1 is the approved UI pilot style, reference 2 is the world art palette. Required adjustment relative to pilot: much thinner softer brown outlines, reduced saturation, matte hand-painted earth pigment, restrained shading, NOT glossy mobile-game vector badges. Bread is muted oak tan not orange, coins dull ochre not bright yellow or gold. Warm gray stone, faded brown wood, parchment offwhite. Status muted moss/ochre/red allowed. Strong distinct silhouette survives 24 pixels; simplify tiny details. No letters, no digits, no words, no calendar grids, no labels, no drop shadow halos. Actual transparent alpha background. Each icon occupies about 75% of its own cell; all icons fully visible."",""referencePaths"":[""/Users/rexxa/github/feudal-lord-simulator/output/astra-ui-p0-candidates-v1/references/astra-ui-p0-reference-files/pilot_assets/icon_resource_sheet.png"",""/Users/rexxa/github/feudal-lord-simulator/output/astra-ui-p0-candidates-v1/references/astra-ui-p0-reference-files/세계_화풍_건물.png""],""rawPath"":""sources/icons/icon_alert_priority_sheet-raw.png"",""tool"":""image_gen.imagegen"",""modelVersion"":null,""seed"":null}]","""Visually audited source-column boundaries then per-cell alpha bbox crop and proportional downsample to 96px or 64px; preserve generated alpha; road/field isolated from tiny adjacent-cell components (<1.5% largest area); no painting or recoloring""","{""cellSize"":96,""cellOrder"":[""warning diamond central dot"",""urgent triangle central dot"",""speech bubble with three dots""]}","null","{""status"":""candidate"",""registration"":[{""source"":[172,148,409,411],""destination"":[6.204379562043798,6,83.5912408759124,84]},{""source"":[870,158,432,368],""destination"":[102,12.222222222222221,84,71.55555555555556]},{""source"":[1582,185,409,350],""destination"":[198,12.058679706601467,84,71.88264058679707]}]}"
"ui/icon_time_sheet","candidate","assets/ui/icon_time_sheet.png","384","96","icon sheet","a12f88284abcdc24c943ebb8a83998acb351322c895a0ba782ae438701c6e408","[{""prompt"":""Create one transparent PNG UI icon sprite sheet for a medieval southern England city builder. Exactly 4 separate icons in ONE horizontal row, equal square cells, generous transparent gaps, each centered in its cell, no panels or background. Ordered left to right: two pause bars; single right play triangle; two right chevrons; three right chevrons. Reference 1 is the approved UI pilot style, reference 2 is the world art palette. Required adjustment relative to pilot: much thinner softer brown outlines, reduced saturation, matte hand-painted earth pigment, restrained shading, NOT glossy mobile-game vector badges. Bread is muted oak tan not orange, coins dull ochre not bright yellow or gold. Warm gray stone, faded brown wood, parchment offwhite. Status muted moss/ochre/red allowed. Strong distinct silhouette survives 24 pixels; simplify tiny details. No letters, no digits, no words, no calendar grids, no labels, no drop shadow halos. Actual transparent alpha background. Each icon occupies about 75% of its own cell; all icons fully visible."",""referencePaths"":[""/Users/rexxa/github/feudal-lord-simulator/output/astra-ui-p0-candidates-v1/references/astra-ui-p0-reference-files/pilot_assets/icon_resource_sheet.png"",""/Users/rexxa/github/feudal-lord-simulator/output/astra-ui-p0-candidates-v1/references/astra-ui-p0-reference-files/세계_화풍_건물.png""],""rawPath"":""sources/icons/icon_time_sheet-raw.png"",""tool"":""image_gen.imagegen"",""modelVersion"":null,""seed"":null}]","""Visually audited source-column boundaries then per-cell alpha bbox crop and proportional downsample to 96px or 64px; preserve generated alpha; road/field isolated from tiny adjacent-cell components (<1.5% largest area); no painting or recoloring""","{""cellSize"":96,""cellOrder"":[""two pause bars"",""single right play triangle"",""two right chevrons"",""three right chevrons""]}","null","{""status"":""candidate"",""registration"":[{""source"":[148,213,294,295],""destination"":[6.142372881355932,6,83.71525423728814,84]},{""source"":[703,195,254,329],""destination"":[111.57446808510639,6,64.85106382978722,84]},{""source"":[1180,213,329,295],""destination"":[198,10.340425531914896,84,75.31914893617021]},{""source"":[1665,213,434,295],""destination"":[294,19.451612903225808,84,57.096774193548384]}]}"
"ui/icon_objective_action_sheet","candidate","assets/ui/icon_objective_action_sheet.png","384","96","icon sheet","ebca291a3f1b90aafb400605f8d93c8d337b5b713cfe7bbb50e60d0205d00d69","[{""prompt"":""Create one transparent PNG UI icon sprite sheet for a medieval southern England city builder. Exactly 4 separate icons in ONE horizontal row, equal square cells, generous transparent gaps, each centered in its cell, no panels or background. Ordered left to right: hammer tool; map with location pin; open blank book with candle; upward chevron. Reference 1 is the approved UI pilot style, reference 2 is the world art palette. Required adjustment relative to pilot: much thinner softer brown outlines, reduced saturation, matte hand-painted earth pigment, restrained shading, NOT glossy mobile-game vector badges. Bread is muted oak tan not orange, coins dull ochre not bright yellow or gold. Warm gray stone, faded brown wood, parchment offwhite. Status muted moss/ochre/red allowed. Strong distinct silhouette survives 24 pixels; simplify tiny details. No letters, no digits, no words, no calendar grids, no labels, no drop shadow halos. Actual transparent alpha background. Each icon occupies about 75% of its own cell; all icons fully visible."",""referencePaths"":[""/Users/rexxa/github/feudal-lord-simulator/output/astra-ui-p0-candidates-v1/references/astra-ui-p0-reference-files/pilot_assets/icon_resource_sheet.png"",""/Users/rexxa/github/feudal-lord-simulator/output/astra-ui-p0-candidates-v1/references/astra-ui-p0-reference-files/세계_화풍_건물.png""],""rawPath"":""sources/icons/icon_objective_action_sheet-raw.png"",""tool"":""image_gen.imagegen"",""modelVersion"":null,""seed"":null},{""prompt"":""Edit this exact four-icon transparent sheet. Preserve all four icons, ordering, coordinates and thin soft brown outlines. Change ONLY the second icon map terrain from green/olive to warm ochre and grey-brown. No green or blue. Keep map pin muted red. Other three icons unchanged. No text or numbers. Actual transparent background. No added objects."",""referencePaths"":[""sources/icons/icon_objective_action_sheet-edit-input.png""],""rawPath"":""sources/icons/icon_objective_action_sheet-edit-raw.png"",""tool"":""image_gen.imagegen"",""modelVersion"":null,""seed"":null}]","""Visually audited source-column boundaries then per-cell alpha bbox crop and proportional downsample to 96px or 64px; preserve generated alpha; road/field isolated from tiny adjacent-cell components (<1.5% largest area); no painting or recoloring""","{""cellSize"":96,""cellOrder"":[""hammer tool"",""map with location pin"",""open blank book with candle"",""upward chevron""]}","null","{""status"":""candidate"",""registration"":[{""source"":[50,124,445,476],""destination"":[8.735294117647058,6,78.52941176470588,84]},{""source"":[576,178,478,362],""destination"":[102,16.192468619246863,84,63.61506276150627]},{""source"":[1118,198,483,323],""destination"":[198,19.91304347826087,84,56.17391304347826]},{""source"":[1662,167,480,387],""destination"":[294,14.137500000000003,84,67.725]}]}"
"ui/icon_lock_new_sheet","candidate","assets/ui/icon_lock_new_sheet.png","288","96","icon sheet","df7cda4bfa527d32a992759e63d8fc6a9edb7f3b0cb47baffbc8073fe32fd883","[{""prompt"":""Create one transparent PNG UI icon sprite sheet for a medieval southern England city builder. Exactly 3 separate icons in ONE horizontal row, equal square cells, generous transparent gaps, each centered in its cell, no panels or background. Ordered left to right: padlock; four point spark; open blank book. Reference 1 is the approved UI pilot style, reference 2 is the world art palette. Required adjustment relative to pilot: much thinner softer brown outlines, reduced saturation, matte hand-painted earth pigment, restrained shading, NOT glossy mobile-game vector badges. Bread is muted oak tan not orange, coins dull ochre not bright yellow or gold. Warm gray stone, faded brown wood, parchment offwhite. Status muted moss/ochre/red allowed. Strong distinct silhouette survives 24 pixels; simplify tiny details. No letters, no digits, no words, no calendar grids, no labels, no drop shadow halos. Actual transparent alpha background. Each icon occupies about 75% of its own cell; all icons fully visible."",""referencePaths"":[""/Users/rexxa/github/feudal-lord-simulator/output/astra-ui-p0-candidates-v1/references/astra-ui-p0-reference-files/pilot_assets/icon_resource_sheet.png"",""/Users/rexxa/github/feudal-lord-simulator/output/astra-ui-p0-candidates-v1/references/astra-ui-p0-reference-files/세계_화풍_건물.png""],""rawPath"":""sources/icons/icon_lock_new_sheet-raw.png"",""tool"":""image_gen.imagegen"",""modelVersion"":null,""seed"":null}]","""Visually audited source-column boundaries then per-cell alpha bbox crop and proportional downsample to 96px or 64px; preserve generated alpha; road/field isolated from tiny adjacent-cell components (<1.5% largest area); no painting or recoloring""","{""cellSize"":96,""cellOrder"":[""padlock"",""four point spark"",""open blank book""]}","null","{""status"":""candidate"",""registration"":[{""source"":[181,110,379,492],""destination"":[15.646341463414629,6,64.70731707317074,84]},{""source"":[866,138,439,448],""destination"":[102.84375,6,82.3125,84]},{""source"":[1509,202,577,393],""destination"":[198,19.393414211438476,84,57.21317157712305]}]}"
"ui/warning_map_marker_sheet","candidate","assets/ui/warning_map_marker_sheet.png","192","96","icon sheet","8b5a7e126d7543c3be06e4171e0ecc8dc9f89cf2612376d7b1fc7467b5125e4a","[{""prompt"":""Create one transparent PNG UI icon sprite sheet for a medieval southern England city builder. Exactly 2 separate icons in ONE horizontal row, equal square cells, generous transparent gaps, each centered in its cell, no panels or background. Ordered left to right: ochre diamond with central dark dot and short downward pointer; muted red triangle with central dark dot and short downward pointer. Reference 1 is the approved UI pilot style, reference 2 is the world art palette. Required adjustment relative to pilot: much thinner softer brown outlines, reduced saturation, matte hand-painted earth pigment, restrained shading, NOT glossy mobile-game vector badges. Bread is muted oak tan not orange, coins dull ochre not bright yellow or gold. Warm gray stone, faded brown wood, parchment offwhite. Status muted moss/ochre/red allowed. Strong distinct silhouette survives 24 pixels; simplify tiny details. No letters, no digits, no words, no calendar grids, no labels, no drop shadow halos. Actual transparent alpha background. Each icon occupies about 75% of its own cell; all icons fully visible."",""referencePaths"":[""/Users/rexxa/github/feudal-lord-simulator/output/astra-ui-p0-candidates-v1/references/astra-ui-p0-reference-files/pilot_assets/icon_resource_sheet.png"",""/Users/rexxa/github/feudal-lord-simulator/output/astra-ui-p0-candidates-v1/references/astra-ui-p0-reference-files/세계_화풍_건물.png""],""rawPath"":""sources/icons/warning_map_marker_sheet-raw.png"",""tool"":""image_gen.imagegen"",""modelVersion"":null,""seed"":null}]","""Visually audited source-column boundaries then per-cell alpha bbox crop and proportional downsample to 96px or 64px; preserve generated alpha; road/field isolated from tiny adjacent-cell components (<1.5% largest area); no painting or recoloring""","{""cellSize"":96,""cellOrder"":[""ochre diamond with central dark dot and short downward pointer"",""muted red triangle with central dark dot and short downward pointer""]}","null","{""status"":""candidate"",""registration"":[{""source"":[238,171,439,516],""destination"":[12.267441860465112,6,71.46511627906978,84]},{""source"":[1074,170,475,517],""destination"":[105.41199226305609,6,77.17601547388782,84]}]}"
"ui/cursor_select","candidate","assets/ui/cursor_select.png","64","64","cursor","420f10a3c8ede7442f8dad46c08fcdf8779391340ac51214b459cc788a8c46d5","[{""prompt"":""Edit the supplied medieval UI cursor design into ONE isolated cursor: plain arrow with no badge. Transparent alpha PNG square composition. Retain the upper-left pointing arrow shape with sharp pointing tip at upper left, pale parchment fill and thin soft brown outline, reducing outline thickness and color saturation compared with reference. Matte earth pigment no shiny golden edge. No text, letters or digits. No background. Entire cursor and badge fully inside canvas with clean transparent margin, centered, to be exported at64x64. Only one cursor, not a sheet. The arrow pointing tip must be visually unambiguous for measured click hotspot."",""referencePaths"":[""/Users/rexxa/github/feudal-lord-simulator/output/astra-ui-p0-candidates-v1/references/astra-ui-p0-reference-files/pilot_assets/cursor_sheet.png""],""rawPath"":""sources/icons/cursor_select-raw.png"",""tool"":""image_gen.imagegen"",""modelVersion"":null,""seed"":null}]","""Visually audited source-column boundaries then per-cell alpha bbox crop and proportional downsample to 96px or 64px; preserve generated alpha; road/field isolated from tiny adjacent-cell components (<1.5% largest area); no painting or recoloring""","{}","[8,6]","{""status"":""candidate"",""registration"":[{""source"":[349,332,556,590],""destination"":[7.498305084745763,6,49.003389830508475,52]}],""hotspotMethod"":""Opaque alpha pixel nearest upper-left (minimum x+y), matching arrow tip; inspect at native64""}"
"ui/cursor_place_valid","candidate","assets/ui/cursor_place_valid.png","64","64","cursor","f4a59cc2ce31d49cef73048dae50f960ba41b9181f401a2cda3d172220ac124e","[{""prompt"":""Edit the supplied medieval UI cursor design into ONE isolated cursor: small muted moss green checkmark beside lower right of arrow. Transparent alpha PNG square composition. Retain the upper-left pointing arrow shape with sharp pointing tip at upper left, pale parchment fill and thin soft brown outline, reducing outline thickness and color saturation compared with reference. Matte earth pigment no shiny golden edge. No text, letters or digits. No background. Entire cursor and badge fully inside canvas with clean transparent margin, centered, to be exported at64x64. Only one cursor, not a sheet. The arrow pointing tip must be visually unambiguous for measured click hotspot."",""referencePaths"":[""/Users/rexxa/github/feudal-lord-simulator/output/astra-ui-p0-candidates-v1/references/astra-ui-p0-reference-files/pilot_assets/cursor_sheet.png""],""rawPath"":""sources/icons/cursor_place_valid-raw.png"",""tool"":""image_gen.imagegen"",""modelVersion"":null,""seed"":null}]","""Visually audited source-column boundaries then per-cell alpha bbox crop and proportional downsample to 96px or 64px; preserve generated alpha; road/field isolated from tiny adjacent-cell components (<1.5% largest area); no painting or recoloring""","{}","[6,7]","{""status"":""candidate"",""registration"":[{""source"":[327,329,605,594],""destination"":[6,6.472727272727273,52,51.054545454545455]}],""hotspotMethod"":""Opaque alpha pixel nearest upper-left (minimum x+y), matching arrow tip; inspect at native64""}"
