"logical_id","file","kind","part","role","mask","source","source_sha256","full_prompt","revision","registration_json","status","sha256","width","height","color_type","transparent_pixels","nonzero_alpha_pixels","notes"
"pt_face_m_06","layers/pt_face_m_06.png","face","base","layer","masks/pt_face_m_06_skinmask.png","provenance/raw/pt_face_m_06.png","4341a403e7ea06eb933c2ac544c8e5350839080217815ce2b397cc685d0e46b4","Create ONE production modular portrait FACE ONLY layer, historical painterly city-builder. Reference is exact registration and style anchor. TRANSPARENT RGBA background. Square canvas mapping to 256x256; scaled proportionally if larger. Face LEFT in identical 3/4 view. Eye centers y=112/256 (far eye x=78, near eye x=110), crown near (133,45), ear near (169,124), neck ends near y=212, shoulder attachment y=208. Preserve these anchors and head scale exactly for same existing hood and hair. Soft upper-left light. Muted warm hand-painted fine texture matching reference, not photorealistic. Head and neck only, completely BALD, no beard, NO hair, NO clothing, no background, no label. Neutral calm expression. Identity varies via jaw, nose, cheeks and brows; DO NOT copy reference identity. Skin shade independent of class, wealth, morality, occupation. Asset pt_face_m_06. DISTINCT IDENTITY: short heart-shaped face, broad upper temples, small chin, button nose, thick rounded eyebrows, larger eyes. Skin: light warm.","1","{""width"":256,""height"":251,""x"":0,""y"":3,""before_eye_y"":110.91885111225807,""before_neck_bottom"":213,""target_eye_y"":112,""target_neck_bottom"":212}","candidate","ffa25356c2b4a9185fb5f4c41f8aad7c98c23d578ce06d8f4dcf6743f7dc463c","256","256","6","49309","16227",""
"pt_face_m_06","masks/pt_face_m_06_skinmask.png","face","mask","skinmask","","provenance/raw/pt_face_m_06.png","4341a403e7ea06eb933c2ac544c8e5350839080217815ce2b397cc685d0e46b4","Create ONE production modular portrait FACE ONLY layer, historical painterly city-builder. Reference is exact registration and style anchor. TRANSPARENT RGBA background. Square canvas mapping to 256x256; scaled proportionally if larger. Face LEFT in identical 3/4 view. Eye centers y=112/256 (far eye x=78, near eye x=110), crown near (133,45), ear near (169,124), neck ends near y=212, shoulder attachment y=208. Preserve these anchors and head scale exactly for same existing hood and hair. Soft upper-left light. Muted warm hand-painted fine texture matching reference, not photorealistic. Head and neck only, completely BALD, no beard, NO hair, NO clothing, no background, no label. Neutral calm expression. Identity varies via jaw, nose, cheeks and brows; DO NOT copy reference identity. Skin shade independent of class, wealth, morality, occupation. Asset pt_face_m_06. DISTINCT IDENTITY: short heart-shaped face, broad upper temples, small chin, button nose, thick rounded eyebrows, larger eyes. Skin: light warm.","1","{""width"":256,""height"":251,""x"":0,""y"":3,""before_eye_y"":110.91885111225807,""before_neck_bottom"":213,""target_eye_y"":112,""target_neck_bottom"":212}","candidate","8640657a38a48e695f2db21073148912e6b163d8593efdfd483b83fab42f7fda","256","256","6","49408","16128","원본 그림에서 파생한 흰색 영역 마스크; 프롬프트는 그림 생성 원문"
"pt_face_m_07","layers/pt_face_m_07.png","face","base","layer","masks/pt_face_m_07_skinmask.png","provenance/raw/pt_face_m_07.png","e6a68688620fd179b08013d5ba5c47204bd489645915ff32d2d3f68aa075ce45","Create ONE production modular portrait FACE ONLY layer, historical painterly city-builder. Reference is exact registration and style anchor. TRANSPARENT RGBA background. Square canvas mapping to 256x256; scaled proportionally if larger. Face LEFT in identical 3/4 view. Eye centers y=112/256 (far eye x=78, near eye x=110), crown near (133,45), ear near (169,124), neck ends near y=212, shoulder attachment y=208. Preserve these anchors and head scale exactly for same existing hood and hair. Soft upper-left light. Muted warm hand-painted fine texture matching reference, not photorealistic. Head and neck only, completely BALD, no beard, NO hair, NO clothing, no background, no label. Neutral calm expression. Identity varies via jaw, nose, cheeks and brows; DO NOT copy reference identity. Skin shade independent of class, wealth, morality, occupation. Asset pt_face_m_07. DISTINCT IDENTITY: wide heavy jaw, flatter broad nose, thick lips, low straight eyebrows, narrow eyes. Skin: medium olive.","1","{""width"":256,""height"":225,""x"":0,""y"":21,""before_eye_y"":103.09463174827445,""before_neck_bottom"":217,""target_eye_y"":112,""target_neck_bottom"":212}","candidate","3cfe28138121d35d78c7a4bdd251706a43630c03c21ee71deddbdad434cb25ee","256","256","6","48559","16977",""
"pt_face_m_07","masks/pt_face_m_07_skinmask.png","face","mask","skinmask","","provenance/raw/pt_face_m_07.png","e6a68688620fd179b08013d5ba5c47204bd489645915ff32d2d3f68aa075ce45","Create ONE production modular portrait FACE ONLY layer, historical painterly city-builder. Reference is exact registration and style anchor. TRANSPARENT RGBA background. Square canvas mapping to 256x256; scaled proportionally if larger. Face LEFT in identical 3/4 view. Eye centers y=112/256 (far eye x=78, near eye x=110), crown near (133,45), ear near (169,124), neck ends near y=212, shoulder attachment y=208. Preserve these anchors and head scale exactly for same existing hood and hair. Soft upper-left light. Muted warm hand-painted fine texture matching reference, not photorealistic. Head and neck only, completely BALD, no beard, NO hair, NO clothing, no background, no label. Neutral calm expression. Identity varies via jaw, nose, cheeks and brows; DO NOT copy reference identity. Skin shade independent of class, wealth, morality, occupation. Asset pt_face_m_07. DISTINCT IDENTITY: wide heavy jaw, flatter broad nose, thick lips, low straight eyebrows, narrow eyes. Skin: medium olive.","1","{""width"":256,""height"":225,""x"":0,""y"":21,""before_eye_y"":103.09463174827445,""before_neck_bottom"":217,""target_eye_y"":112,""target_neck_bottom"":212}","candidate","7cdbd995d03c018e6732dd98a6be5b5e4b6d77596c56ae206b445d1d7fb66888","256","256","6","48720","16816","원본 그림에서 파생한 흰색 영역 마스크; 프롬프트는 그림 생성 원문"
"pt_face_m_08","layers/pt_face_m_08.png","face","base","layer","masks/pt_face_m_08_skinmask.png","provenance/raw/pt_face_m_08.png","f8f0f4493f134bcb84a9d879e406553b7d224a033240a6795e5bdf0d36f08bb2","Create ONE production modular portrait FACE ONLY layer, historical painterly city-builder. Reference is exact registration and style anchor. TRANSPARENT RGBA background. Square canvas mapping to 256x256; scaled proportionally if larger. Face LEFT in identical 3/4 view. Eye centers y=112/256 (far eye x=78, near eye x=110), crown near (133,45), ear near (169,124), neck ends near y=212, shoulder attachment y=208. Preserve these anchors and head scale exactly for same existing hood and hair. Soft upper-left light. Muted warm hand-painted fine texture matching reference, not photorealistic. Head and neck only, completely BALD, no beard, NO hair, NO clothing, no background, no label. Neutral calm expression. Identity varies via jaw, nose, cheeks and brows; DO NOT copy reference identity. Skin shade independent of class, wealth, morality, occupation. Asset pt_face_m_08. DISTINCT IDENTITY: slender oblong face, cleft chin, long straight narrow nose, gently arched brows, asymmetrical smile lines. Skin: deep warm brown.","1","{""width"":256,""height"":242,""x"":0,""y"":10,""before_eye_y"":108.12835772409639,""before_neck_bottom"":214,""target_eye_y"":112,""target_neck_bottom"":212}","candidate","4239a63def68dc3f97105f5bfa196b012a37156d7155b878537d13a8b42d51ee","256","256","6","50559","14977",""
"pt_face_m_08","masks/pt_face_m_08_skinmask.png","face","mask","skinmask","","provenance/raw/pt_face_m_08.png","f8f0f4493f134bcb84a9d879e406553b7d224a033240a6795e5bdf0d36f08bb2","Create ONE production modular portrait FACE ONLY layer, historical painterly city-builder. Reference is exact registration and style anchor. TRANSPARENT RGBA background. Square canvas mapping to 256x256; scaled proportionally if larger. Face LEFT in identical 3/4 view. Eye centers y=112/256 (far eye x=78, near eye x=110), crown near (133,45), ear near (169,124), neck ends near y=212, shoulder attachment y=208. Preserve these anchors and head scale exactly for same existing hood and hair. Soft upper-left light. Muted warm hand-painted fine texture matching reference, not photorealistic. Head and neck only, completely BALD, no beard, NO hair, NO clothing, no background, no label. Neutral calm expression. Identity varies via jaw, nose, cheeks and brows; DO NOT copy reference identity. Skin shade independent of class, wealth, morality, occupation. Asset pt_face_m_08. DISTINCT IDENTITY: slender oblong face, cleft chin, long straight narrow nose, gently arched brows, asymmetrical smile lines. Skin: deep warm brown.","1","{""width"":256,""height"":242,""x"":0,""y"":10,""before_eye_y"":108.12835772409639,""before_neck_bottom"":214,""target_eye_y"":112,""target_neck_bottom"":212}","candidate","b87d0e4c95baa8294cc7db4329776a91e7fc51fa8fba9ead94ab3e50f848b9a4","256","256","6","51004","14532","원본 그림에서 파생한 흰색 영역 마스크; 프롬프트는 그림 생성 원문"
"pt_age_f_mature_a","layers/pt_age_f_mature_a.png","age","overlay","layer","","provenance/raw/pt_age_f_mature_a.png","9958521b78bf47baa367c70a0a49b6086bc151ddff36f414c7e2bda71f6681bb","Generate ONE AGING WRINKLE DECAL pt_age_f_mature_a only. True transparent square PNG. NO portrait, NO skin patches or fill whatsoever. Very fine softly painted translucent sepia wrinkle strokes on clear empty glass. Mature age fifty, sparse shallow eye corner creases, two delicate forehead lines and light cheek folds. Variant A: delicate fan-shaped eye-corner creases strongest, faint nasolabial folds. Soft rounded feminine-compatible crease flow. Pixel registration in a 256x256 full canvas: forehead lines x85..128 y83..95, near outer eye corner x122 y114 with crowfeet spreading right to x135 y121; cheek curved folds x109..121 y140..157; jowl fine arcs x113..132 y176..186. Whole face, not rendered, points LEFT in 3/4. At least 96 percent of canvas entirely empty transparent; strokes very thin (0.5 to 1 pixels at 256px), alpha 15 to 45 percent, smooth feathered edges. Marks are subtle natural wrinkles, NOT scars, paint, tattoos or thick dark stripes. NO eyes, NO brows, NO lips, NO face, NO flesh, no text, no backdrop. Upper-left soft light suggested by a very faint thin highlight parallel to selected wrinkles. Preserve vacant margins, do not enlarge marks to fill canvas.","2","{""alpha_clip"":""intersection of all 20 final face alpha masks; no outside-face marks""}","candidate","2f5062772ed18089798e1ff09f410c64a09265a0ae7350f942728aaa6f2890b4","256","256","6","64301","1235","선택된 생성 리비전: 2"
"pt_age_f_mature_b","layers/pt_age_f_mature_b.png","age","overlay","layer","","provenance/raw/pt_age_f_mature_b.png","d95090baf528cd218be41e39b5a32632c50b519c6b5f8242584217e19f9675d0","Generate ONE AGING WRINKLE DECAL pt_age_f_mature_b only. True transparent square PNG. NO portrait, NO skin patches or fill whatsoever. Very fine softly painted translucent sepia wrinkle strokes on clear empty glass. Mature age fifty, sparse shallow eye corner creases, two delicate forehead lines and light cheek folds. Variant B: broken shallow forehead lines strongest, understated under-eye bags and fine lower cheek creases. Soft rounded feminine-compatible crease flow. Pixel registration in a 256x256 full canvas: forehead lines x85..128 y83..95, near outer eye corner x122 y114 with crowfeet spreading right to x135 y121; cheek curved folds x109..121 y140..157; jowl fine arcs x113..132 y176..186. Whole face, not rendered, points LEFT in 3/4. At least 96 percent of canvas entirely empty transparent; strokes very thin (0.5 to 1 pixels at 256px), alpha 15 to 45 percent, smooth feathered edges. Marks are subtle natural wrinkles, NOT scars, paint, tattoos or thick dark stripes. NO eyes, NO brows, NO lips, NO face, NO flesh, no text, no backdrop. Upper-left soft light suggested by a very faint thin highlight parallel to selected wrinkles. Preserve vacant margins, do not enlarge marks to fill canvas.","2","{""alpha_clip"":""intersection of all 20 final face alpha masks; no outside-face marks""}","candidate","e742d4ec0642ba35754c277629407912e5c1682dde76551ad31e93bba84f4743","256","256","6","64721","815","선택된 생성 리비전: 2"
"pt_age_f_old_a","layers/pt_age_f_old_a.png","age","overlay","layer","","provenance/raw/pt_age_f_old_a.png","e3b0798fed73d570d4ea04bb88296e5ef3f2b69aeef6d5b875b60192d7891a68","Generate ONE AGING WRINKLE DECAL pt_age_f_old_a only. True transparent square PNG. NO portrait, NO skin patches or fill whatsoever. Very fine softly painted translucent sepia wrinkle strokes on clear empty glass. Old age seventy-five, numerous fine branching crowfeet, three faint forehead creases, delicate cheek folds, broken jowl shadow strokes; visibly older but not scarred. Variant A: delicate fan-shaped eye-corner creases strongest, faint nasolabial folds. Soft rounded feminine-compatible crease flow. Pixel registration in a 256x256 full canvas: forehead lines x85..128 y83..95, near outer eye corner x122 y114 with crowfeet spreading right to x135 y121; cheek curved folds x109..121 y140..157; jowl fine arcs x113..132 y176..186. Whole face, not rendered, points LEFT in 3/4. At least 96 percent of canvas entirely empty transparent; strokes very thin (0.5 to 1 pixels at 256px), alpha 15 to 45 percent, smooth feathered edges. Marks are subtle natural wrinkles, NOT scars, paint, tattoos or thick dark stripes. NO eyes, NO brows, NO lips, NO face, NO flesh, no text, no backdrop. Upper-left soft light suggested by a very faint thin highlight parallel to selected wrinkles. Preserve vacant margins, do not enlarge marks to fill canvas.","2","{""alpha_clip"":""intersection of all 20 final face alpha masks; no outside-face marks""}","candidate","874704a1552365a660bdfd7b1862be97ad0fdfc4a5fcdb3b2baea7516fbac1fd","256","256","6","64482","1054","선택된 생성 리비전: 2"
"pt_age_f_old_b","layers/pt_age_f_old_b.png","age","overlay","layer","","provenance/raw/pt_age_f_old_b.png","42d8deee71527809e4c135461943d550ee171ad9de65a0b8ddf52386c37c7b85","Generate ONE AGING WRINKLE DECAL pt_age_f_old_b only. True transparent square PNG. NO portrait, NO skin patches or fill whatsoever. Very fine softly painted translucent sepia wrinkle strokes on clear empty glass. Old age seventy-five, numerous fine branching crowfeet, three faint forehead creases, delicate cheek folds, broken jowl shadow strokes; visibly older but not scarred. Variant B: broken shallow forehead lines strongest, understated under-eye bags and fine lower cheek creases. Soft rounded feminine-compatible crease flow. Pixel registration in a 256x256 full canvas: forehead lines x85..128 y83..95, near outer eye corner x122 y114 with crowfeet spreading right to x135 y121; cheek curved folds x109..121 y140..157; jowl fine arcs x113..132 y176..186. Whole face, not rendered, points LEFT in 3/4. At least 96 percent of canvas entirely empty transparent; strokes very thin (0.5 to 1 pixels at 256px), alpha 15 to 45 percent, smooth feathered edges. Marks are subtle natural wrinkles, NOT scars, paint, tattoos or thick dark stripes. NO eyes, NO brows, NO lips, NO face, NO flesh, no text, no backdrop. Upper-left soft light suggested by a very faint thin highlight parallel to selected wrinkles. Preserve vacant margins, do not enlarge marks to fill canvas.","2","{""alpha_clip"":""intersection of all 20 final face alpha masks; no outside-face marks""}","candidate","292fb1f8759a86a7a8428e46d24f6a8e8b14994416ffcc4dfb0654a9aa9fda0d","256","256","6","63790","1746","선택된 생성 리비전: 2"
"pt_age_m_mature_a","layers/pt_age_m_mature_a.png","age","overlay","layer","","provenance/raw/pt_age_m_mature_a.png","9d20dc4b2e296e3199ab448873d6b807e14c6add95a9083e64264539b7657dfd","Generate an AGING WRINKLE DECAL only. Transparent square PNG. Do not draw a portrait or skin at all. Imagine extremely sparse delicate sepia ink etched wrinkle strokes floating on clear glass. Approximately eight isolated curved hairline strokes around normalized coordinates: eye corner (0.48,0.46), forehead (0.40,0.34), cheek fold (0.46,0.59), chin crease (0.49,0.70). Output marks only, 98% canvas empty transparent. Brown lines each extremely thin, translucent alpha 20-80%, gently blended outer edge, subtly lit from upper left. NO SKIN-COLORED PATCHES, no flesh surface, no filled polygons, no face parts, no eyes, no lips. This is pt_age_m_mature_a replacement, universal modular face age45 overlay for eye-line y112 in 256px canvas, portrait looking left in 3/4. Full exact canvas with large empty margins. Only the drawn wrinkles, no labels. Hand-painted historical game style.","2","{""alpha_clip"":""intersection of all 20 final face alpha masks; no outside-face marks""}","candidate","e146ca50d5746327932ef922789b37fabc0fb83b6c8f909cd07d4de3cd2573d5","256","256","6","64767","769","선택된 생성 리비전: 2"
"pt_age_m_mature_b","layers/pt_age_m_mature_b.png","age","overlay","layer","","provenance/raw/pt_age_m_mature_b.png","26b4c19ce9fb53ac6393af0b9219e444d12aa33f1956845111c0325869e5276a","Generate ONE AGING WRINKLE DECAL pt_age_m_mature_b only. True transparent square PNG. NO portrait, NO skin patches or fill whatsoever. Very fine softly painted translucent sepia wrinkle strokes on clear empty glass. Mature age fifty, sparse shallow eye corner creases, two delicate forehead lines and light cheek folds. Variant B: broken shallow forehead lines strongest, understated under-eye bags and fine lower cheek creases. Slightly angular masculine-compatible crease flow. Pixel registration in a 256x256 full canvas: forehead lines x85..128 y83..95, near outer eye corner x122 y114 with crowfeet spreading right to x135 y121; cheek curved folds x109..121 y140..157; jowl fine arcs x113..132 y176..186. Whole face, not rendered, points LEFT in 3/4. At least 96 percent of canvas entirely empty transparent; strokes very thin (0.5 to 1 pixels at 256px), alpha 15 to 45 percent, smooth feathered edges. Marks are subtle natural wrinkles, NOT scars, paint, tattoos or thick dark stripes. NO eyes, NO brows, NO lips, NO face, NO flesh, no text, no backdrop. Upper-left soft light suggested by a very faint thin highlight parallel to selected wrinkles. Preserve vacant margins, do not enlarge marks to fill canvas.","2","{""alpha_clip"":""intersection of all 20 final face alpha masks; no outside-face marks""}","candidate","64d0f0d4ac2d85279824a47250b7c6634aa3172efb6b9c14eb67becf16ba6d57","256","256","6","64588","948","선택된 생성 리비전: 2"
"pt_age_m_old_a","layers/pt_age_m_old_a.png","age","overlay","layer","","provenance/raw/pt_age_m_old_a.png","e80a10c5a0469ad5867e5934e1305553179e42f91d58418ae5b40f7be1b1245e","Generate ONE AGING WRINKLE DECAL pt_age_m_old_a only. True transparent square PNG. NO portrait, NO skin patches or fill whatsoever. Very fine softly painted translucent sepia wrinkle strokes on clear empty glass. Old age seventy-five, numerous fine branching crowfeet, three faint forehead creases, delicate cheek folds, broken jowl shadow strokes; visibly older but not scarred. Variant A: delicate fan-shaped eye-corner creases strongest, faint nasolabial folds. Slightly angular masculine-compatible crease flow. Pixel registration in a 256x256 full canvas: forehead lines x85..128 y83..95, near outer eye corner x122 y114 with crowfeet spreading right to x135 y121; cheek curved folds x109..121 y140..157; jowl fine arcs x113..132 y176..186. Whole face, not rendered, points LEFT in 3/4. At least 96 percent of canvas entirely empty transparent; strokes very thin (0.5 to 1 pixels at 256px), alpha 15 to 45 percent, smooth feathered edges. Marks are subtle natural wrinkles, NOT scars, paint, tattoos or thick dark stripes. NO eyes, NO brows, NO lips, NO face, NO flesh, no text, no backdrop. Upper-left soft light suggested by a very faint thin highlight parallel to selected wrinkles. Preserve vacant margins, do not enlarge marks to fill canvas.","2","{""alpha_clip"":""intersection of all 20 final face alpha masks; no outside-face marks""}","candidate","9026eb839b9cb719e681230addcad210a0b54ac5ca85a36b58217fe147053846","256","256","6","63736","1800","선택된 생성 리비전: 2"
"pt_age_m_old_b","layers/pt_age_m_old_b.png","age","overlay","layer","","provenance/raw/pt_age_m_old_b.png","95452084e3376becf12ca8ae3e793e30885ba2de96054b936b020490c302d4de","Generate ONE AGING WRINKLE DECAL pt_age_m_old_b only. True transparent square PNG. NO portrait, NO skin patches or fill whatsoever. Very fine softly painted translucent sepia wrinkle strokes on clear empty glass. Old age seventy-five, numerous fine branching crowfeet, three faint forehead creases, delicate cheek folds, broken jowl shadow strokes; visibly older but not scarred. Variant B: broken shallow forehead lines strongest, understated under-eye bags and fine lower cheek creases. Slightly angular masculine-compatible crease flow. Pixel registration in a 256x256 full canvas: forehead lines x85..128 y83..95, near outer eye corner x122 y114 with crowfeet spreading right to x135 y121; cheek curved folds x109..121 y140..157; jowl fine arcs x113..132 y176..186. Whole face, not rendered, points LEFT in 3/4. At least 96 percent of canvas entirely empty transparent; strokes very thin (0.5 to 1 pixels at 256px), alpha 15 to 45 percent, smooth feathered edges. Marks are subtle natural wrinkles, NOT scars, paint, tattoos or thick dark stripes. NO eyes, NO brows, NO lips, NO face, NO flesh, no text, no backdrop. Upper-left soft light suggested by a very faint thin highlight parallel to selected wrinkles. Preserve vacant margins, do not enlarge marks to fill canvas.","2","{""alpha_clip"":""intersection of all 20 final face alpha masks; no outside-face marks""}","candidate","efd57ab7ddf85be96a98d1910af1bb30409c31e95329e5c764e27727967ee962","256","256","6","63195","2341","선택된 생성 리비전: 2"
"pt_hair_f_01","layers/pt_hair_f_01.png","hair","front","layer","masks/pt_hair_f_01_haircolor.png","provenance/raw/pt_hair_f_01.png","576ad7a29fddb8bc40b9eb1726dca492e56d5c1fb72a67d0ab1e5cb1c2c37a67","Create ONE logical modular HAIRSTYLE asset pt_hair_f_01 as a TWO-PANEL transparent sprite sheet, 512x256 logical canvas (or exact proportional higher resolution), left cell FRONT and right cell REAR, each cell exactly square 256x256. No text, no divider. Hair only; all face, scalp skin, neck, clothing and background pixels transparent. Reference 1 is head registration only and must NOT appear in output; references 2 and 3 demonstrate isolated front hair and isolated rear hair. Match painterly texture and soft upper-left light. Face would point LEFT in same three-quarter view. In EACH cell use identical global head anchors: bald crown near (133,45), eye-line y112, ear (169,124), nape near (176,180), shoulder y208; empty space preserved. LEFT front layer includes crown, forehead bangs, visible side hair; RIGHT rear layer only hair behind face/ear/neck. Rear is drawn BEHIND face, front above face. Exact hairstyle: center-parted smooth hair tied into a low bun. Color: dark brown. Distinct historical English 1300-1450 natural hair, no modern accessories. No face, no floating skin fragments, no torso. Two matching complementary parts, not two complete wigs. Output true transparent alpha.","1","null","candidate","e7b3bd78e16280a17eb178a518b74f40d065dd5ce3d597198f5929d34b924aaa","256","256","6","53290","12246","기본 색상: dark brown"
"pt_hair_f_01","masks/pt_hair_f_01_haircolor.png","hair","mask","haircolor","","provenance/raw/pt_hair_f_01.png","576ad7a29fddb8bc40b9eb1726dca492e56d5c1fb72a67d0ab1e5cb1c2c37a67","Create ONE logical modular HAIRSTYLE asset pt_hair_f_01 as a TWO-PANEL transparent sprite sheet, 512x256 logical canvas (or exact proportional higher resolution), left cell FRONT and right cell REAR, each cell exactly square 256x256. No text, no divider. Hair only; all face, scalp skin, neck, clothing and background pixels transparent. Reference 1 is head registration only and must NOT appear in output; references 2 and 3 demonstrate isolated front hair and isolated rear hair. Match painterly texture and soft upper-left light. Face would point LEFT in same three-quarter view. In EACH cell use identical global head anchors: bald crown near (133,45), eye-line y112, ear (169,124), nape near (176,180), shoulder y208; empty space preserved. LEFT front layer includes crown, forehead bangs, visible side hair; RIGHT rear layer only hair behind face/ear/neck. Rear is drawn BEHIND face, front above face. Exact hairstyle: center-parted smooth hair tied into a low bun. Color: dark brown. Distinct historical English 1300-1450 natural hair, no modern accessories. No face, no floating skin fragments, no torso. Two matching complementary parts, not two complete wigs. Output true transparent alpha.","1","null","candidate","cebf2a00c1f8cd0bec31d23b55ec3f5322c19a7edbc02f116080f1be84e98828","256","256","6","53290","12246","기본 색상: dark brown; 원본 그림에서 파생한 흰색 영역 마스크; 프롬프트는 그림 생성 원문"
"pt_hair_f_01","layers/pt_hair_f_01_rear.png","hair","rear","layer","masks/pt_hair_f_01_rear_haircolor.png","provenance/raw/pt_hair_f_01.png","576ad7a29fddb8bc40b9eb1726dca492e56d5c1fb72a67d0ab1e5cb1c2c37a67","Create ONE logical modular HAIRSTYLE asset pt_hair_f_01 as a TWO-PANEL transparent sprite sheet, 512x256 logical canvas (or exact proportional higher resolution), left cell FRONT and right cell REAR, each cell exactly square 256x256. No text, no divider. Hair only; all face, scalp skin, neck, clothing and background pixels transparent. Reference 1 is head registration only and must NOT appear in output; references 2 and 3 demonstrate isolated front hair and isolated rear hair. Match painterly texture and soft upper-left light. Face would point LEFT in same three-quarter view. In EACH cell use identical global head anchors: bald crown near (133,45), eye-line y112, ear (169,124), nape near (176,180), shoulder y208; empty space preserved. LEFT front layer includes crown, forehead bangs, visible side hair; RIGHT rear layer only hair behind face/ear/neck. Rear is drawn BEHIND face, front above face. Exact hairstyle: center-parted smooth hair tied into a low bun. Color: dark brown. Distinct historical English 1300-1450 natural hair, no modern accessories. No face, no floating skin fragments, no torso. Two matching complementary parts, not two complete wigs. Output true transparent alpha.","1","null","candidate","baf54d7feb2d360db3f12c27e033816a6b85bde9ef3ad05fe4e941bb29990630","256","256","6","49463","16073","기본 색상: dark brown"
"pt_hair_f_01","masks/pt_hair_f_01_rear_haircolor.png","hair","mask","haircolor","","provenance/raw/pt_hair_f_01.png","576ad7a29fddb8bc40b9eb1726dca492e56d5c1fb72a67d0ab1e5cb1c2c37a67","Create ONE logical modular HAIRSTYLE asset pt_hair_f_01 as a TWO-PANEL transparent sprite sheet, 512x256 logical canvas (or exact proportional higher resolution), left cell FRONT and right cell REAR, each cell exactly square 256x256. No text, no divider. Hair only; all face, scalp skin, neck, clothing and background pixels transparent. Reference 1 is head registration only and must NOT appear in output; references 2 and 3 demonstrate isolated front hair and isolated rear hair. Match painterly texture and soft upper-left light. Face would point LEFT in same three-quarter view. In EACH cell use identical global head anchors: bald crown near (133,45), eye-line y112, ear (169,124), nape near (176,180), shoulder y208; empty space preserved. LEFT front layer includes crown, forehead bangs, visible side hair; RIGHT rear layer only hair behind face/ear/neck. Rear is drawn BEHIND face, front above face. Exact hairstyle: center-parted smooth hair tied into a low bun. Color: dark brown. Distinct historical English 1300-1450 natural hair, no modern accessories. No face, no floating skin fragments, no torso. Two matching complementary parts, not two complete wigs. Output true transparent alpha.","1","null","candidate","166ad4b657d13c0d7ca6738b51c17c72193e12c8c9d9c76b17d8c3214b4d2b9f","256","256","6","49463","16073","기본 색상: dark brown; 원본 그림에서 파생한 흰색 영역 마스크; 프롬프트는 그림 생성 원문"
"pt_hair_f_02","layers/pt_hair_f_02.png","hair","front","layer","masks/pt_hair_f_02_haircolor.png","provenance/raw/pt_hair_f_02.png","f3233b1053d5a4c2056c5c04026f6cfee3b1391f9905fad7911d38a56787b190","Create ONE logical modular HAIRSTYLE asset pt_hair_f_02 as a TWO-PANEL transparent sprite sheet, 512x256 logical canvas (or exact proportional higher resolution), left cell FRONT and right cell REAR, each cell exactly square 256x256. No text, no divider. Hair only; all face, scalp skin, neck, clothing and background pixels transparent. Reference 1 is head registration only and must NOT appear in output; references 2 and 3 demonstrate isolated front hair and isolated rear hair. Match painterly texture and soft upper-left light. Face would point LEFT in same three-quarter view. In EACH cell use identical global head anchors: bald crown near (133,45), eye-line y112, ear (169,124), nape near (176,180), shoulder y208; empty space preserved. LEFT front layer includes crown, forehead bangs, visible side hair; RIGHT rear layer only hair behind face/ear/neck. Rear is drawn BEHIND face, front above face. Exact hairstyle: braids pinned and coiled up at the back. Color: auburn. Distinct historical English 1300-1450 natural hair, no modern accessories. No face, no floating skin fragments, no torso. Two matching complementary parts, not two complete wigs. Output true transparent alpha.","1","null","candidate","3cdc9a64e864ff503c7fdd427c01ab1c738d70a34b8ad70a17d5da63c0851c89","256","256","6","53006","12530","기본 색상: auburn"
"pt_hair_f_02","masks/pt_hair_f_02_haircolor.png","hair","mask","haircolor","","provenance/raw/pt_hair_f_02.png","f3233b1053d5a4c2056c5c04026f6cfee3b1391f9905fad7911d38a56787b190","Create ONE logical modular HAIRSTYLE asset pt_hair_f_02 as a TWO-PANEL transparent sprite sheet, 512x256 logical canvas (or exact proportional higher resolution), left cell FRONT and right cell REAR, each cell exactly square 256x256. No text, no divider. Hair only; all face, scalp skin, neck, clothing and background pixels transparent. Reference 1 is head registration only and must NOT appear in output; references 2 and 3 demonstrate isolated front hair and isolated rear hair. Match painterly texture and soft upper-left light. Face would point LEFT in same three-quarter view. In EACH cell use identical global head anchors: bald crown near (133,45), eye-line y112, ear (169,124), nape near (176,180), shoulder y208; empty space preserved. LEFT front layer includes crown, forehead bangs, visible side hair; RIGHT rear layer only hair behind face/ear/neck. Rear is drawn BEHIND face, front above face. Exact hairstyle: braids pinned and coiled up at the back. Color: auburn. Distinct historical English 1300-1450 natural hair, no modern accessories. No face, no floating skin fragments, no torso. Two matching complementary parts, not two complete wigs. Output true transparent alpha.","1","null","candidate","470cd859df6bf048e56138c71e189bb9a26e15f4e9c7389b694b285537dc8984","256","256","6","53006","12530","기본 색상: auburn; 원본 그림에서 파생한 흰색 영역 마스크; 프롬프트는 그림 생성 원문"
